,SpaVGN,Linear,Cubic,NN,NEDI
0,0.5433250796483869,0.6219071732109209,0.6015046264365789,0.5289258924461604,0.4607195300499395
1,0.6846792326759632,0.689221166506521,0.6708312462548967,0.6082736627030882,0.5263036298389155
2,0.6520519565700887,0.6443193520381787,0.6262570161165487,0.5534666097237229,0.45573204402142237
3,0.7003364007890447,0.6915753758163716,0.67564080138051,0.6147913412932621,0.5252828352438744
4,0.6476317217952888,0.6825234316053935,0.6627030474747218,0.6392249015619683,0.565973151515406
5,0.7675020945929089,0.7762676634363388,0.7682794646662898,0.7167070855374481,0.6631344491209806
6,0.6849190782205862,0.6332665736613519,0.6138819779176725,0.5960395367764246,0.48108514882970993
7,0.6120559320597996,0.6490840157507185,0.6297811028832918,0.5724347083076483,0.4970534852242159
8,0.6947890649991662,0.6664210274848088,0.6485372120683659,0.6053837761592499,0.5138526299334466
9,0.6517907170027428,0.6548102436626219,0.6312880112122258,0.5722374202924928,0.48922565132831863
10,0.5941785199639857,0.6111118279345744,0.5823339064888278,0.5717214601213116,0.45922098344577805
11,0.839846336035597,0.8830461742611078,0.8769223492822411,0.7964323955876481,0.8128479259675396
12,0.7026265243682124,0.6899582349575024,0.6711719064539918,0.6079112421741562,0.5507407055082867
13,0.5850174963192205,0.6131592964110163,0.5901894318929369,0.5449012030958302,0.49442688520345957
14,0.7424724838767216,0.7272895478763678,0.7059404055890923,0.6723492604194505,0.5704002828526036
15,0.7561882112553793,0.7417022994371374,0.7281822326847603,0.6845785004959852,0.5974378036086684
16,0.6042263508519047,0.6220835345595271,0.594890010872018,0.5661310140346545,0.4641577248068306
17,0.7256871916799585,0.7096595946510549,0.6928739659147999,0.6281647939566373,0.5385306003327781
18,0.665014940577293,0.6699701878855522,0.6523177779048017,0.5911149520142804,0.494400657172055
19,0.80227554326923,0.7990112203133167,0.7802528769098573,0.7307015382976916,0.6509410925754135
20,0.6401527631288378,0.8642817357061138,0.867989849287853,0.7073267131167837,0.6181357347276036
21,0.6889495244173518,0.6716357375498543,0.6479706385166707,0.6090932275705028,0.48379504920909555
22,0.6454337748066975,0.6375023597749038,0.6126113674699429,0.5651346839704499,0.4728611519666853
23,0.5072118492055624,0.5763965961059441,0.5562202040333144,0.4990886119579409,0.4344386908484201
24,0.5225728407757905,0.6043266521228579,0.5846418470871149,0.515490905005645,0.49194064598710485
25,0.5402458750445229,0.6171588451575232,0.5914175946944661,0.5172144853875589,0.47408397418365156
26,0.76045629198244,0.8017067568319262,0.7925862306956372,0.762687807734827,0.6876034541253859
27,0.5659970613420819,0.5930737139186018,0.5677726051781231,0.5063681651405885,0.42984008284253716
28,0.7652674158039443,0.7516961608658725,0.7391795900947291,0.6892120140803446,0.612382677890263
29,0.7961774876842973,0.7813174706740683,0.76098575824732,0.6961754566309526,0.6582202222791425
30,0.7501594418644351,0.7792435518049483,0.7695949453595007,0.7166881197069199,0.6505051815094681
31,0.6957877909387364,0.7013913924278254,0.6901114408148386,0.6303456553837289,0.5468390527063691
32,0.644550282931185,0.6639227358664799,0.6440452876421283,0.5831340836758957,0.4928751840145923
33,0.7247412799463998,0.7188019952131259,0.7014441099631794,0.6547624047106593,0.5480771797838405
34,0.6797921027208085,0.6720238847717686,0.6518219302844471,0.5882386241506482,0.4904022375966701
35,0.68503081250083,0.690994648088533,0.6762847569148756,0.614448156666084,0.5340345117549183
36,0.7320724461867929,0.8025498056078122,0.8082155455062672,0.7447377992948772,0.6919051671295086
37,0.6985886423582783,0.7029643782288535,0.690726012611454,0.6583906384877771,0.5406951007231594
38,0.7728206865845237,0.7868390282054767,0.7773827957763197,0.7422010955040661,0.6421444673445926
39,0.622446966743565,0.6664579401972412,0.6529838161322644,0.5828012520684971,0.5424480118178562
40,0.7656471743783568,0.7704168785797145,0.7568692077230902,0.6964006920888194,0.6255822523437812
41,0.7401859056941211,0.7304925613088921,0.7126281796364943,0.6719193486680872,0.6095409855287462
42,0.6119814779943323,0.6239020653028924,0.5924714592651005,0.5380245068019939,0.4796940214294788
43,0.7128783060361479,0.7139116089666171,0.6986732365735652,0.6477534166087137,0.5376347847702763
44,0.7330245614333852,0.7523678371066453,0.7375746852148761,0.6869336026134136,0.6251543161781681
45,0.6607051777818731,0.6515555585602544,0.6286726212423012,0.5797723964291938,0.4788575726418719
46,0.7096413854590906,0.6889313855360003,0.6699754627305728,0.6035396695087816,0.5139544762580506
47,0.4717352207108765,0.5946408651593018,0.5755053823490173,0.49110232809267484,0.4633686813620099
48,0.5155785400345418,0.5938806213664886,0.5652578069389317,0.4992466448319186,0.46917470873511147
49,0.6366213192962301,0.6300694776037739,0.6075448197057702,0.562590695895232,0.4743800284474468
50,0.6287889912552607,0.6412703652904302,0.6257581407741274,0.5789084952879993,0.46377084298713095
51,0.6819361260078776,0.6641340180364907,0.639727607421366,0.6291298124404907,0.5079370969201609
52,0.6980588445078343,0.7307155968503745,0.7156022030202847,0.6662939238705288,0.5697492031331371
53,0.6800898980880772,0.7006834290120367,0.6836821042329604,0.6232343520448743,0.5276343967721298
54,0.6705603849758862,0.6722961569448201,0.6645159147439619,0.6189740101753787,0.5227065533026238
55,0.6371986121101616,0.6282362360969131,0.6054890560356314,0.5587852868186624,0.44954461731410267
56,0.5246992977883,0.623215895510191,0.5963963831837501,0.530172632699458,0.4634985599829104
57,0.6373435870674125,0.67031490725598,0.6479577058211531,0.5866036931949319,0.5089591497903249
58,0.7793347108146017,0.8056800670886364,0.8002484760106245,0.7666538851295541,0.6930451203144922
59,0.7548707668922052,0.754901535005483,0.7411408736248788,0.6777015393848174,0.6031171649419549
60,0.7570316944164889,0.7639758960646714,0.7463746226406002,0.6908274341951682,0.6366330293328571
61,0.680113424582942,0.6945170839912338,0.6767082044595052,0.6063091260921123,0.49550894072188295
62,0.6589945335604568,0.6692454366278311,0.6524558428554219,0.5956056260822153,0.4991630683095871
63,0.48015656793003136,0.5755511415285991,0.5546914400745624,0.48331910072266604,0.4701795044985118
64,0.673018895042272,0.6618377252207092,0.6451253943416937,0.559884816970996,0.4733867849392389
65,0.6841620443705299,0.6726630351355363,0.6539761433396225,0.6115976577224083,0.5310868900704302
66,0.46171121338255894,0.5747282926259475,0.5605634637748709,0.49543983651850737,0.4385807970551721
67,0.6516334475699025,0.648331073856786,0.6314510910409081,0.5630835975633552,0.46899567504225814
68,0.5753633093157221,0.6034377441034563,0.5783673373913896,0.5255542876070757,0.43701918922074734
69,0.8390840014562821,0.8698931877519824,0.8684809638504046,0.8319763540098583,0.7955911627903982
70,0.7750372704391542,0.7961015419376365,0.7862172595612894,0.7238130633936695,0.6871445305597151
71,0.671237211832354,0.6587244850447553,0.643983901213091,0.5984100877139545,0.5190529940940889
72,0.7190941578251491,0.7523313395153455,0.7376995963831975,0.6569334373215495,0.600217046729902
73,0.6974096585029399,0.6611920266521976,0.6397842663667539,0.6004729778541444,0.5025468682874241
74,0.6946757799796277,0.6794719381628269,0.6540034949787447,0.589930227961504,0.483486826389271
75,0.6452677635752826,0.6645792411388507,0.6402756721182834,0.569247489946203,0.5168241071384838
76,0.840221203282646,0.8542588677112696,0.8489384140493916,0.8233164850202397,0.8069686396363358
77,0.5332502995502141,0.5884608404948488,0.5629585887688041,0.5041398957742335,0.4620410479098971
78,0.7609371036978843,0.75888820801616,0.743188493015114,0.7029985495705039,0.621241652003702
